num_node,node_min_capacity,node_capacity,num_copy,strategy,total_capacity,num_stored,num_utilized_node,utilized_capacity,redundancy
12000,48,64,3,Vanilla,773217,75808,12000,227122,2.9960163
12000,48,64,3,Vanilla,773369,80011,12000,239658,2.9953132
12000,48,64,3,Vanilla,776257,79980,12000,239391,2.9931357
12000,48,64,3,Vanilla,775944,91032,12000,272318,2.9914536
12000,48,64,3,Vanilla,770716,49569,11988,148668,2.9992132
12000,48,64,3,Vanilla,770731,70361,11997,210892,2.9972854
12000,48,64,3,Vanilla,774186,81782,12000,244987,2.9956102
12000,64,64,3,Vanilla,768000,87695,12000,262916,2.9980729
12000,64,64,3,Vanilla,768000,68065,11999,204138,2.9991627
12000,64,64,3,Vanilla,768000,72986,11999,218890,2.9990683
12000,64,64,3,Vanilla,768000,68252,11998,204712,2.9993553
12000,64,64,3,Vanilla,768000,76154,11997,228378,2.998897
12000,64,64,3,Vanilla,768000,65472,11999,196394,2.999664
12000,64,64,3,Vanilla,768000,89929,12000,269583,2.9977314
12000,64,64,3,Vanilla,768000,75943,11995,227767,2.9991837
12000,64,64,3,Vanilla,768000,80975,11998,242721,2.9974806
12000,64,64,3,Vanilla,768000,66333,12000,198883,2.9982512
12000,64,64,3,Vanilla,768000,72228,11998,216573,2.9984632
12000,64,64,3,Vanilla,768000,83188,11998,249435,2.9984493
12000,64,64,3,Vanilla,768000,80334,11999,240780,2.9972365
12000,64,64,3,Vanilla,768000,63879,11996,191622,2.9997652
12000,64,64,3,Vanilla,768000,91754,12000,275050,2.9976895
12000,64,64,3,Vanilla,768000,66118,11997,198305,2.999259
12000,64,64,3,Vanilla,768000,84322,11999,252811,2.9981618
12000,64,64,3,Vanilla,768000,67979,11999,203871,2.9990292
12000,64,64,3,Vanilla,768000,80813,11999,242136,2.9962506
12000,64,64,3,Vanilla,768000,75802,11998,227283,2.9983773
12000,64,64,3,Vanilla,768000,96164,11999,288186,2.9968178
12000,64,64,3,Vanilla,768000,77537,11999,232524,2.998878
12000,64,64,3,Vanilla,768000,84077,12000,252112,2.9985847
12000,64,64,3,Vanilla,768000,68129,12000,204315,2.998943
12000,64,64,3,Vanilla,768000,72338,11998,216938,2.9989493
12000,64,64,3,Vanilla,768000,82727,12000,248055,2.998477
12000,64,64,3,Vanilla,768000,78320,12000,234858,2.9986978
12000,64,64,3,Vanilla,768000,55993,11993,167950,2.9994822
12000,64,64,3,Vanilla,768000,78903,12000,236507,2.9974399
12000,64,64,3,Vanilla,768000,95883,12000,287272,2.9960682
12000,64,64,3,Vanilla,768000,86617,12000,259537,2.9963748
12000,64,64,3,Vanilla,768000,68625,12000,205793,2.998805
12000,64,64,3,Vanilla,768000,98305,11999,294443,2.9951987
12000,64,64,3,Vanilla,768000,78313,12000,234700,2.9969482
12000,64,64,3,Vanilla,768000,75168,11999,225359,2.998071
12000,64,64,3,Vanilla,768000,74266,11997,222614,2.9975224
12000,64,64,3,Vanilla,768000,67872,11997,203553,2.9990718
12000,64,64,3,Vanilla,768000,73691,11995,221011,2.9991586
12000,64,64,3,Vanilla,768000,70384,12000,211083,2.9990196
12000,64,64,3,Vanilla,768000,97540,11998,292296,2.9966784
12000,64,64,3,Vanilla,768000,64288,12000,192822,2.9993467
12000,64,64,3,Vanilla,768000,74903,11999,224637,2.9990387
12000,64,64,3,Vanilla,768000,68090,11992,204229,2.9993978
12000,64,64,3,Vanilla,768000,98489,11999,295107,2.9963448
12000,64,64,3,Vanilla,768000,62505,11992,187488,2.999568
12000,64,64,3,Vanilla,768000,75055,11999,225010,2.9979348
12000,64,64,3,Vanilla,768000,74320,11999,222809,2.9979682
12000,64,64,3,Vanilla,768000,94320,12000,282545,2.9956
12000,64,64,3,Vanilla,768000,83422,12000,250141,2.9985015
12000,64,64,3,Vanilla,768000,88820,12000,266212,2.9972079
