num_node,node_min_capacity,node_capacity,num_copy,strategy,total_capacity,num_stored,num_utilized_node,utilized_capacity,redundancy
12000,64,64,3,Vanilla,768000,78108,12000,234272,2.9993343
12000,64,64,3,Vanilla,768000,74323,11997,222879,2.998789
12000,64,64,3,Vanilla,768000,65539,11997,196547,2.998932
12000,64,64,3,Vanilla,768000,76230,11998,228518,2.9977436
12000,64,64,3,Vanilla,768000,74461,12000,223285,2.998684
12000,64,64,3,Vanilla,768000,72880,11997,218598,2.9994237
12000,64,64,3,Vanilla,768000,65469,11999,196360,2.9992821
12000,64,64,3,Vanilla,768000,81657,11999,244733,2.9970853
12000,64,64,3,Vanilla,768000,63925,11998,191760,2.9997654
12000,64,64,3,Vanilla,768000,68174,11997,204363,2.9976678
12000,64,64,3,Vanilla,768000,83833,12000,251330,2.9979842
12000,64,64,3,Vanilla,768000,85256,11998,255558,2.997537
12000,64,64,3,Vanilla,768000,67429,11999,202212,2.9988878
12000,64,64,3,Vanilla,768000,60768,11990,182285,2.9996874
12000,64,64,3,Vanilla,768000,73209,12000,219501,2.9982789
12000,64,64,3,Vanilla,768000,81956,11996,245649,2.9973278
12000,64,64,3,Vanilla,768000,74309,12000,222758,2.9977257
12000,64,64,3,Vanilla,768000,88400,12000,265001,2.9977489
12000,64,64,3,Vanilla,768000,70266,11999,210745,2.9992456
12000,64,64,3,Vanilla,768000,71847,11999,215463,2.9989142
12000,64,64,3,Vanilla,768000,65171,11998,195464,2.999248
12000,64,64,3,Vanilla,768000,69565,11997,208668,2.9996119
12000,64,64,3,Vanilla,768000,75354,11997,226005,2.9992435
12000,64,64,3,Vanilla,768000,77450,11999,232164,2.9975984
12000,64,64,3,Vanilla,768000,86073,11999,257806,2.9952018
12000,64,64,3,Vanilla,768000,70734,11997,212091,2.9984307
12000,64,64,3,Vanilla,768000,80166,11997,240440,2.9992764
12000,64,64,3,Vanilla,768000,82938,12000,248636,2.9978538
12000,64,64,3,Vanilla,768000,87657,12000,262752,2.9975016
12000,64,64,3,Vanilla,768000,60817,11995,182409,2.9993093
12000,64,64,3,Vanilla,768000,82966,12000,248616,2.996601
12000,64,64,3,Vanilla,768000,71369,11999,213987,2.9983187
12000,64,64,3,Vanilla,768000,77803,11997,233253,2.997995
12000,64,64,3,Vanilla,768000,73767,12000,221214,2.9988205
12000,64,64,3,Vanilla,768000,55742,11988,167214,2.9997847
12000,64,64,3,Vanilla,768000,76879,11995,230472,2.9978538
12000,64,64,3,Vanilla,768000,89067,12000,266916,2.9968002
12000,64,64,3,Vanilla,768000,68494,11996,205413,2.9989927
12000,64,64,3,Vanilla,768000,78982,11999,236808,2.9982529
12000,64,64,3,Vanilla,768000,80501,11997,241327,2.9978137
12000,64,64,3,Vanilla,768000,63137,12000,189365,2.9992714
12000,64,64,3,Vanilla,768000,66767,11997,200252,2.9992661
12000,64,64,3,Vanilla,768000,80004,11999,239772,2.9970002
12000,64,64,3,Vanilla,768000,76228,11999,228527,2.9979403
12000,64,64,3,Vanilla,768000,63226,11996,189653,2.9996047
12000,64,64,3,Vanilla,768000,87823,11999,263323,2.9983375
12000,64,64,3,Vanilla,768000,78211,11996,234377,2.9967268
12000,64,64,3,Vanilla,768000,84575,12000,253437,2.9965947
12000,64,64,3,Vanilla,768000,62090,11996,186246,2.9996135
12000,64,64,3,Vanilla,768000,75818,11999,227359,2.998747
12000,64,64,3,Vanilla,768000,84205,12000,252414,2.997613
12000,64,64,3,Vanilla,768000,85413,12000,255956,2.9966867
12000,64,64,3,Vanilla,768000,83894,12000,251281,2.9952202
12000,64,64,3,Vanilla,768000,76549,12000,229558,2.9988372
12000,64,64,3,Vanilla,768000,75147,11999,225215,2.9969926
12000,64,64,3,Vanilla,768000,85592,12000,256552,2.9973829
12000,64,64,3,Vanilla,768000,83854,11999,251375,2.9977698
12000,64,64,3,Vanilla,768000,87569,12000,262506,2.9977047
12000,64,64,3,Vanilla,768000,52693,11994,158040,2.99926
12000,16,64,3,TwoChoices,781442,78703,11961,230707,2.9313622
12000,16,64,3,TwoChoices,768579,167832,12000,448099,2.669926
12000,16,64,3,TwoChoices,772171,110918,11992,315775,2.8469229
12000,16,64,3,TwoChoices,774858,173000,12000,459971,2.658792
12000,16,64,3,TwoChoices,774004,151809,12000,414218,2.728547
12000,16,64,3,TwoChoices,773598,145639,12000,400856,2.7523947
12000,16,64,3,TwoChoices,771213,137138,12000,380560,2.7750149
12000,16,64,3,TwoChoices,769280,118613,11997,334921,2.8236449
12000,16,64,3,TwoChoices,769397,87158,11982,253562,2.9092224
12000,16,64,3,TwoChoices,772093,144304,12000,397086,2.7517323
12000,16,64,3,TwoChoices,774941,154191,11999,419234,2.7189264
12000,16,64,3,TwoChoices,773987,134562,12000,374545,2.7834382
12000,16,64,3,TwoChoices,780836,101912,11990,292639,2.8714871
12000,16,64,3,TwoChoices,775170,169931,12000,454575,2.6750565
12000,16,64,3,TwoChoices,776400,157915,12000,426723,2.7022321
12000,16,64,3,TwoChoices,776075,107402,11996,307387,2.862023
12000,16,64,3,TwoChoices,777424,133125,12000,370507,2.7831511
